year,month,region,v_com,v_neg,v_neu,v_pos,t_sub,t_pol,f_score
1974,02,ny,0.9634,0.087,0.798,0.114,0.43674794160088254,0.07199707155589512,-0.999555766582489
1974,02,ph,0.5301,0.08,0.853,0.067,0.34646816146816134,0.12383091445591446,-0.9994434714317322
1974,02,ri,0.921,0.057,0.865,0.078,0.3399662940707717,0.05236183799616635,-0.9993374943733215
1974,02,sf,0.771,0.105,0.793,0.102,0.39277259199134196,0.0917547686688312,-0.9971298575401306
1974,02,sl,0.9113,0.063,0.858,0.078,0.44008009986883234,0.10317459144923932,-0.8968883156776428
1974,02,su,-0.8131,0.111,0.805,0.084,0.4627902837902837,0.1518910533910534,-0.9992237091064453
1974,03,at,-0.5159,0.075,0.87,0.055,0.39421090605301123,-0.00024967722336143147,-0.9967766404151917
1974,03,bo,-0.7632,0.104,0.808,0.088,0.4711491987544619,0.10541351484772539,-0.9998413324356079
1974,03,ch,-0.1597,0.092,0.824,0.084,0.4863134028456609,0.07102010892333477,-0.946509063243866
1974,03,cl,0.477,0.123,0.758,0.119,0.4216468559688899,0.12678663144764837,-0.9981549382209778
1974,03,da,0.9766,0.03,0.896,0.074,0.44225261270715804,0.10986433600069964,-0.9611185193061829
1974,03,kc,0.9947,0.068,0.815,0.117,0.42188888888888887,0.12959523809523815,-0.9993409514427185
1974,03,mi,0.9518,0.06,0.86,0.08,0.4228138528138527,0.1487012987012987,-0.9994663596153259
1974,03,ny,0.9737,0.07,0.835,0.095,0.4266427825048513,0.04676369607404089,-0.9963692426681519
1974,03,ph,0.4569,0.081,0.842,0.076,0.3301880989380989,0.0386697792947793,-0.9997054934501648
1974,03,ri,-0.5933,0.063,0.895,0.042,0.40565063073127583,0.13830796443699664,-0.9994341731071472
1974,03,sf,0.981,0.119,0.737,0.145,0.43348366569678043,0.08535371277174557,-0.9908045530319214
1974,03,sl,0.9788,0.044,0.869,0.087,0.450602346371577,0.1421451305105151,-0.9968209266662598
1974,03,su,0.9406,0.121,0.755,0.124,0.4719051403142312,0.1554743614970888,-0.7672456502914429
1974,04,at,0.9152,0.047,0.886,0.067,0.32178711484593825,0.07248459383753503,-0.9996127486228943
1974,04,bo,0.6837,0.074,0.845,0.081,0.4385027472527472,0.08210215710215711,-0.979697048664093
1974,04,ch,-0.9966,0.143,0.806,0.051,0.4578800905884239,0.002860499839666507,-0.9982355833053589
1974,04,cl,-0.9784,0.105,0.824,0.071,0.44180998699517204,0.019372606131865408,-0.9988189339637756
1974,04,da,-0.9804,0.098,0.857,0.045,0.39543775951939214,0.07132277586359219,-0.9998553991317749
1974,04,kc,0.9898,0.074,0.817,0.109,0.42745366992558004,0.08673075052288537,-0.9996730089187622
1974,04,mi,0.9936,0.049,0.836,0.114,0.35816810966810964,0.1490829725829726,-0.9585633277893066
1974,04,ny,0.988,0.03,0.887,0.083,0.40805567995223135,0.06964186196944817,-0.6496782898902893
1974,04,ph,0.9851,0.047,0.855,0.098,0.2660079696538031,0.06981500366917034,-0.9930458664894104
1974,04,ri,0.9949,0.03,0.842,0.128,0.45439000393545836,0.14970877607241243,-0.987996518611908
1974,04,sf,0.9936,0.077,0.794,0.129,0.3930438423031015,0.11742025635544152,0.9205060005187988
1974,04,sl,0.6014,0.102,0.798,0.099,0.3995655806182121,0.05052840434419385,-0.9752492308616638
1974,04,su,0.9864,0.091,0.785,0.124,0.46148934725405316,0.09724250912486206,-0.994761049747467
1974,05,at,0.9929,0.033,0.886,0.081,0.3821368314225456,0.14303561517847235,-0.9874829053878784
1974,05,bo,0.4008,0.081,0.844,0.075,0.4156980118646783,0.0651914582331249,-0.9995782971382141
1974,05,ch,0.9741,0.054,0.866,0.079,0.42402666830025315,0.09275220534182796,-0.9997445940971375
1974,05,cl,0.9949,0.056,0.84,0.103,0.39371289821289807,0.010617817367817375,-0.9998031258583069
1974,05,da,0.9701,0.077,0.827,0.096,0.44614256529986857,0.07322559463008901,-0.8499732613563538
1974,05,kc,0.9482,0.081,0.822,0.098,0.39884624634624627,0.0075709475709475746,-0.9997311234474182
1974,05,mi,0.3543,0.077,0.851,0.072,0.3252585034013604,0.07364455782312926,-0.9984320998191833
1974,05,ny,0.9962,0.067,0.808,0.125,0.40948500774587715,0.07714190700603747,-0.9795326590538025
1974,05,ph,0.898,0.072,0.826,0.102,0.3096648301193755,0.05872015610651974,-0.8160566091537476
1974,05,ri,0.9069,0.062,0.86,0.078,0.41509900935826854,0.0616860625656922,-0.9622213244438171
1974,05,sf,0.9923,0.098,0.765,0.137,0.43813616071428557,0.17135974702380952,-0.9844173192977905
1974,05,sl,0.9479,0.055,0.857,0.088,0.4486093668236525,0.062374738356881225,-0.9868131875991821
1974,05,su,-0.2023,0.064,0.882,0.054,0.45598891741333597,0.10295286754589081,-0.9989637136459351
1974,06,at,0.8521,0.085,0.831,0.084,0.3873932997128872,0.06680349146843992,-0.9995930790901184
1974,06,bo,-0.9342,0.086,0.844,0.07,0.4418817204301075,0.015773809523809527,-0.9996235370635986
1974,06,ch,0.9846,0.059,0.851,0.09,0.44862062586200513,0.07421973301283646,-0.9972979426383972
1974,06,cl,0.976,0.057,0.869,0.074,0.31830528289243887,-0.0001914700997269822,-0.9939663410186768
1974,06,da,-0.7199,0.062,0.894,0.043,0.451447100878919,0.10042962088416635,-0.9994093179702759
1974,06,kc,-0.9707,0.099,0.828,0.072,0.3896151996151994,0.04281765426926716,-0.9994557499885559
1974,06,mi,0.9959,0.057,0.819,0.124,0.4070390360000749,0.09497957309645617,-0.9982908368110657
1974,06,ny,0.9602,0.057,0.871,0.072,0.42701945217902637,0.046082357358953115,-0.9995469450950623
1974,06,ph,0.9464,0.05,0.876,0.074,0.41272371696100507,0.017386215479435807,-0.963241457939148
1974,06,ri,0.9807,0.043,0.877,0.08,0.4187811343246125,0.06747604147060669,-0.9998736381530762
1974,06,sf,0.9835,0.09,0.791,0.119,0.4583703922340286,0.11284336875245968,-0.9996053576469421
1974,06,sl,-0.9925,0.107,0.829,0.065,0.4500312576312575,0.061515125152625166,-0.980137050151825
1974,06,su,0.9676,0.07,0.847,0.082,0.38607251903026535,0.07725411912031631,-0.9912658333778381
1974,07,at,0.9653,0.057,0.86,0.083,0.4347512228031706,0.09105554618541635,-0.999518871307373
1974,07,bo,0.5766,0.087,0.815,0.098,0.3980400485183094,0.07375068490285885,-0.9796808958053589
1974,07,ch,-0.9722,0.09,0.86,0.05,0.39429801415515686,0.09994080258365974,-0.9948678016662598
1974,07,cl,0.9876,0.037,0.902,0.061,0.41628880892769804,0.01458694340638785,-0.9991481304168701
1974,07,da,-0.9851,0.085,0.862,0.054,0.403948452781786,0.0970856982523649,-0.996166467666626
1974,07,kc,0.9958,0.065,0.81,0.125,0.40028542848636306,0.09968029893263536,-0.9988246560096741
1974,07,mi,0.9954,0.081,0.776,0.143,0.38790626320929344,0.046327306251548676,-0.9891997575759888
1974,07,ny,-0.8997,0.107,0.813,0.081,0.42755881249552125,0.027339559175002203,-0.9988922476768494
1974,07,ph,-0.6707,0.05,0.899,0.051,0.4139662505516164,0.08297877596658083,-0.9998531341552734
1974,07,ri,0.9934,0.052,0.842,0.106,0.4207982200447954,0.08292710713943592,-0.9992308616638184
1974,07,sf,-0.6808,0.077,0.853,0.07,0.3599593125128838,0.051154826324469174,-0.7639762163162231
1974,07,sl,0.9904,0.017,0.882,0.1,0.3979232804232804,0.1148833573833574,-0.9895700216293335
1974,07,su,-0.9905,0.132,0.78,0.089,0.46985907951697425,0.05217840054682162,-0.9954659938812256
1974,08,at,0.9954,0.03,0.868,0.102,0.44290275381184463,0.14637526614799345,-0.966481626033783
1974,08,bo,0.9941,0.09,0.77,0.139,0.43909026159026154,0.048431545306545316,-0.9997791647911072
1974,08,ch,-0.9664,0.098,0.835,0.067,0.4830203267240303,0.102000650241391,-0.999119222164154
1974,08,cl,0.9677,0.04,0.897,0.063,0.45554537846672666,0.02710956022753775,-0.9697551727294922
1974,08,da,0.6614,0.044,0.902,0.053,0.46046719464110764,0.0995083008778661,-0.9977706670761108
1974,08,kc,0.9921,0.06,0.819,0.121,0.4662911385802952,0.044550279038230854,-0.9997460246086121
1974,08,mi,0.9951,0.072,0.804,0.124,0.38681576600677714,0.10102398787230249,-0.9997466206550598
1974,08,ny,0.9955,0.058,0.836,0.106,0.38066171482838124,0.024650372775372766,-0.9982355833053589
1974,08,ph,-0.9581,0.093,0.84,0.067,0.3492195426405952,0.08103945274997906,-0.9997256398200989
1974,08,ri,0.9495,0.084,0.821,0.095,0.41331701937206516,0.08109575439850668,-0.9995792508125305
1974,08,sf,0.643,0.106,0.792,0.102,0.3967523202807293,0.09034878410730683,-0.9985920786857605
1974,08,sl,-0.9472,0.1,0.839,0.061,0.43748366013071904,0.03545051353874882,-0.8145070672035217
1974,08,su,0.9572,0.097,0.788,0.114,0.4605042598193282,0.09401450908300224,-0.9985565543174744
1974,09,at,-0.7391,0.049,0.92,0.03,0.3793995270266456,0.03566930244896345,-0.9996532201766968
1974,09,bo,-0.9749,0.118,0.789,0.093,0.45028129713423826,0.03674223488929372,-0.9994670748710632
1974,09,ch,-0.9877,0.092,0.862,0.047,0.45363353422176933,0.0990332597685539,-0.9990410208702087
1974,09,cl,-0.9922,0.078,0.887,0.036,0.4088755865883523,0.02415370681328129,-0.9977943897247314
1974,09,da,-0.8492,0.093,0.822,0.085,0.4359020417641106,0.005608507074024319,-0.9690957069396973
1974,09,kc,0.9959,0.062,0.807,0.131,0.42297475483699953,0.08644138174750421,-0.9975806474685669
1974,09,mi,0.9952,0.067,0.805,0.128,0.4172012907727192,0.08803811268096984,-0.9954541921615601
1974,09,ny,-0.8841,0.071,0.867,0.062,0.46040227477040646,0.04183674536696515,-0.999345600605011
1974,09,ph,0.99,0.063,0.818,0.118,0.409518837018837,0.11483722358722359,-0.9991239905357361
1974,09,ri,0.7848,0.085,0.832,0.084,0.4571297155225727,0.10164940218511646,-0.9997891783714294
1974,09,sf,-0.9158,0.11,0.809,0.081,0.47008420441347265,0.0772735191637631,-0.9943315982818604
1974,09,sl,0.9919,0.039,0.853,0.108,0.4184427609427609,0.06391278860028862,-0.9742441177368164
1974,09,su,-0.9851,0.124,0.796,0.081,0.4808248720975993,0.07185222353404172,-0.9995352029800415
1974,10,at,-0.7512,0.088,0.834,0.079,0.3769256162406846,0.13722162920793057,-0.9997747540473938
1974,10,bo,0.9268,0.067,0.845,0.088,0.4349685534591194,0.14084568733153635,-0.9963766932487488
1974,10,ch,-0.977,0.111,0.82,0.069,0.48147698882314244,0.061277073353996445,-0.998115062713623
1974,10,cl,0.8767,0.086,0.823,0.091,0.43279902637045486,0.030130306201734767,-0.9851543307304382
1974,10,da,0.9891,0.052,0.852,0.096,0.460671410460884,0.09117993994309787,-0.9995446801185608
1974,10,kc,0.9942,0.051,0.851,0.099,0.40811305014430005,0.07564162833694084,-0.9933581948280334
1974,10,mi,0.9924,0.088,0.789,0.123,0.40194628500750945,0.12343835586182522,-0.9996073842048645
1974,10,ny,0.9933,0.058,0.813,0.129,0.4188812172356476,0.069098261091932,-0.9991708993911743
1974,10,ph,0.9791,0.056,0.848,0.096,0.4044715007215006,0.1327295274170274,-0.9988204836845398
1974,10,ri,-0.9346,0.075,0.863,0.062,0.4207291894413105,0.06744727214424182,-0.9996293783187866
1974,10,sf,-0.9365,0.115,0.804,0.082,0.449259621656882,0.1127348336594912,-0.9871557950973511
1974,10,sl,-0.2444,0.072,0.871,0.057,0.4281431882293952,0.05798275479309962,-0.9461297988891602
1974,10,su,0.9714,0.082,0.819,0.099,0.37946820621239225,0.10824517052714727,-0.9990279674530029
1974,11,at,-0.9188,0.065,0.885,0.05,0.3880864109435537,0.08180100322957466,-0.9982692003250122
1974,11,bo,-0.957,0.111,0.8,0.089,0.3963991224195306,0.10215750802485496,-0.9979760050773621
1974,11,ch,0.8734,0.089,0.819,0.092,0.43398293277603617,0.1014433746330298,-0.9994660019874573
1974,11,cl,0.7664,0.057,0.887,0.056,0.4554005096558287,0.008494097510054957,-0.9826272130012512
1974,11,da,0.9849,0.071,0.83,0.099,0.49162629092040844,0.1962932405285347,-0.9998675584793091
1974,11,kc,0.9816,0.061,0.858,0.081,0.4176771685105018,0.09599967933301266,-0.9964421391487122
1974,11,mi,0.992,0.058,0.838,0.103,0.37107308377896603,0.03596282149223325,-0.9998134970664978
1974,11,ny,0.8791,0.072,0.837,0.091,0.3878352278352278,0.055709740709740704,-0.9999916553497314
1974,11,ph,0.9736,0.044,0.879,0.076,0.354223627249943,0.08871468443836865,-0.9995500445365906
1974,11,ri,0.9756,0.036,0.896,0.067,0.4672517861542252,0.0780041266321754,-0.9998356103897095
1974,11,sf,0.972,0.102,0.782,0.115,0.43573482726423907,0.15862791783380023,-0.9976047277450562
1974,11,sl,0.9274,0.059,0.855,0.086,0.4155773809523809,0.03779464285714288,-0.9997468590736389
1974,11,su,-0.0522,0.086,0.841,0.073,0.46573702391884203,0.14879902925357472,-0.9974709749221802
1974,12,at,0.8816,0.053,0.883,0.064,0.3971241432178931,0.05775951479076481,-0.9998787641525269
1974,12,bo,-0.9952,0.145,0.764,0.091,0.4776663459996793,0.061633197049863725,-0.9995101690292358
1974,12,ch,-0.9943,0.11,0.838,0.051,0.443109407774356,0.07411009952247069,-0.9993780851364136
1974,12,cl,-0.755,0.083,0.85,0.068,0.3909343216084788,0.05393143997076579,-0.9999508857727051
1974,12,da,-0.901,0.064,0.876,0.06,0.40779680636823473,0.07242416313844888,-0.9986457228660583
1974,12,kc,-0.862,0.077,0.866,0.057,0.38002794673680745,0.07489629568743493,-0.9998779296875
1974,12,mi,-0.9156,0.074,0.879,0.048,0.3918067226890756,0.16810224089635858,-0.9996896982192993
1974,12,ny,0.3197,0.043,0.913,0.044,0.40734784351451,0.03100893859227192,-0.9998294115066528
1974,12,ph,0.7534,0.05,0.895,0.055,0.4097221406044935,0.09944406084111963,-0.9999409914016724
1974,12,ri,0.9804,0.048,0.877,0.075,0.4449332824038705,0.1003570155334861,-0.9997428059577942
1974,12,sf,0.9225,0.066,0.849,0.085,0.44876813245234287,0.1420289359763044,-0.9971278309822083
1974,12,sl,0.9807,0.037,0.887,0.076,0.40513764880952385,0.06349609374999998,-0.9991311430931091
1974,12,su,0.8425,0.09,0.818,0.092,0.43348692279942275,0.12330014430014427,-0.9987622499465942
1975,01,at,0.9917,0.047,0.86,0.092,0.4330061964179613,0.14603369832781596,-0.9920504689216614
1975,01,bo,-0.9715,0.112,0.798,0.09,0.44293817293817295,0.039860694860694865,-0.9998236298561096
1975,01,ch,-0.7807,0.081,0.852,0.068,0.46192074386518817,0.06710864495586719,-0.9982615113258362
1975,01,cl,-0.9923,0.078,0.898,0.024,0.4702703765994904,0.008881378818087683,-0.9990338087081909
1975,01,da,0.8799,0.036,0.913,0.051,0.4022191070578166,0.06862872790292143,-0.9891095161437988
1975,01,kc,0.995,0.05,0.85,0.101,0.46245572945572944,0.09411364561364564,-0.9917397499084473
1975,01,mi,0.9892,0.067,0.824,0.109,0.42024746472663144,0.04535273368606701,-0.9999493360519409
1975,01,ny,0.0136,0.066,0.866,0.068,0.40393170931632444,0.03002527920797151,-0.9983730316162109
1975,01,ph,-0.6903,0.07,0.872,0.058,0.4347114384323687,0.028083683112752875,-0.9999260902404785
1975,01,ri,-0.0213,0.078,0.845,0.077,0.45054760929760934,0.031169806169806174,-0.9994664788246155
1975,01,sf,0.5487,0.092,0.815,0.093,0.40505875077303644,0.0984601113172542,-0.9996956586837769
1975,01,sl,-0.6808,0.088,0.832,0.08,0.45272133095662503,0.08349333672863085,-0.9978285431861877
1975,01,su,0.7238,0.067,0.858,0.076,0.45607531357531345,0.03701139138639138,-0.999896764755249
1975,02,at,0.983,0.066,0.841,0.093,0.4250197804692184,0.07598197058871219,-0.9972285628318787
1975,02,bo,-0.9927,0.113,0.821,0.066,0.4250220959595959,0.07529978354978355,-0.999880313873291
1975,02,ch,-0.8805,0.085,0.85,0.065,0.4308361391694723,0.0625026054192721,-0.9871671795845032
1975,02,cl,-0.9795,0.096,0.839,0.064,0.38976003659039377,0.009206993403421968,-0.999890923500061
1975,02,da,0.1901,0.094,0.816,0.09,0.39455357142857134,0.07279761904761906,-0.9996805191040039
1975,02,kc,0.9917,0.056,0.836,0.108,0.4091048824593128,0.06677817962628088,-0.9990805387496948
1975,02,mi,0.9354,0.076,0.834,0.09,0.3599257224257224,0.0696988196988197,-0.9994463324546814
1975,02,ny,-0.9772,0.098,0.839,0.063,0.416833211488384,0.051526876699290486,-0.9998241066932678
1975,02,ph,0.8519,0.059,0.866,0.075,0.3866952672147476,0.03724048318204163,-0.9997549653053284
1975,02,ri,0.9432,0.065,0.854,0.081,0.41040764790764794,0.0710524699886402,-0.9994731545448303
1975,02,sf,0.5534,0.091,0.816,0.093,0.41965280887694667,0.053671567895705825,-0.9990577101707458
1975,02,sl,-0.6625,0.084,0.837,0.079,0.39582949308755755,0.01797811059907834,-0.9994038343429565
1975,02,su,0.9193,0.093,0.802,0.104,0.4290074992347719,0.057458623026804836,-0.9986593723297119
1975,03,at,-0.3221,0.068,0.864,0.068,0.4677712186803094,0.12551210153482886,-0.9994217157363892
1975,03,bo,0.9147,0.086,0.817,0.097,0.46613025493025484,0.06124997594997595,-0.9956497550010681
1975,03,ch,-0.9865,0.104,0.829,0.067,0.4530798935024286,0.061456720118691945,-0.9981040954589844
1975,03,cl,0.9345,0.069,0.848,0.083,0.45487341982187346,0.03741170055603045,-0.9994571805000305
1975,03,da,0.6757,0.063,0.868,0.069,0.39852904040404025,0.10063146344396343,-0.9973453879356384
1975,03,kc,0.9902,0.054,0.853,0.093,0.4001190833369051,0.0445965310816796,-0.8208239078521729
1975,03,mi,0.9312,0.063,0.848,0.088,0.381048166392994,0.09534756431308154,-0.9991449117660522
1975,03,ny,0.8272,0.063,0.863,0.074,0.4463074075195285,0.07725736945433913,-0.9995083808898926
1975,03,ph,-0.114,0.081,0.844,0.075,0.3719226492996984,0.0783342659162331,-0.997346043586731
1975,03,ri,0.968,0.06,0.854,0.085,0.4418417447531372,0.11523878020713463,-0.9988719820976257
1975,03,sf,0.9713,0.08,0.82,0.1,0.39907702020202,0.08157070707070707,-0.9994783997535706
1975,03,sl,0.8554,0.074,0.841,0.085,0.4084128045157457,0.07003527926322044,-0.9990756511688232
1975,03,su,0.9548,0.071,0.839,0.089,0.4259752589182967,0.07807633294975067,-0.9957008957862854
1975,04,at,0.9855,0.025,0.92,0.055,0.38857412428840993,0.11292536828251118,-0.9983426332473755
1975,04,bo,-0.9778,0.097,0.836,0.066,0.4546849163907987,0.08256616586028354,-0.999786913394928
1975,04,ch,0.986,0.057,0.861,0.082,0.4375560224089636,0.09833933573429367,-0.9988873600959778
1975,04,cl,0.9635,0.073,0.837,0.089,0.3950757575757575,0.07855866617659071,-0.9998350143432617
1975,04,da,-0.9906,0.089,0.885,0.026,0.4097972501905085,0.020649269581853844,-0.9995359182357788
1975,04,kc,-0.668,0.107,0.795,0.098,0.4688868118413572,0.07488778477414842,-0.9883743524551392
1975,04,mi,0.9922,0.064,0.812,0.124,0.4626764157251963,0.11783409002921198,-0.9994922876358032
1975,04,ny,0.9972,0.05,0.829,0.121,0.4510683283730159,0.07660517000360752,-0.9942219853401184
1975,04,ph,-0.2683,0.088,0.825,0.087,0.4105020345151923,0.058407181269023375,-0.9998241066932678
1975,04,ri,0.9756,0.053,0.873,0.075,0.40906587743322437,-0.012397664693583062,-0.9870234727859497
1975,04,sf,0.9462,0.078,0.831,0.092,0.4397084220893744,0.0744304152637486,-0.9998910427093506
1975,04,sl,0.9905,0.068,0.812,0.12,0.4287695526695526,0.059000468975468984,-0.9996412992477417
1975,04,su,0.9782,0.1,0.78,0.12,0.4819999081606223,0.059594360665789235,-0.983873188495636
1975,05,at,-0.0414,0.052,0.894,0.054,0.39503785264654817,0.03557887362235188,-0.9854549169540405
1975,05,bo,-0.9606,0.11,0.804,0.087,0.48698506807202446,0.10911725955204214,-0.9995238780975342
1975,05,ch,0.8418,0.067,0.856,0.077,0.5271082476551227,0.13610147231240977,-0.9998016953468323
1975,05,cl,0.9818,0.064,0.848,0.088,0.4440508375067197,0.08158270378858616,-0.9887107014656067
1975,05,da,0.9102,0.071,0.839,0.09,0.4022167048637636,0.05918321874204226,-0.999904990196228
1975,05,kc,0.9967,0.068,0.803,0.129,0.42968625875842364,0.04649417592716565,-0.9971314668655396
1975,05,mi,0.9992,0.038,0.774,0.189,0.38661490683229804,0.0682936507936508,-0.9947566986083984
1975,05,ny,0.9413,0.069,0.834,0.097,0.44624848888485236,0.05168304927395836,-0.9994422793388367
1975,05,ph,0.6798,0.076,0.846,0.078,0.39123989898989897,0.03809776334776336,-0.9994930028915405
1975,05,ri,0.9887,0.05,0.848,0.102,0.44837022087022105,0.06631183131183134,-0.9985527396202087
1975,05,sf,-0.8411,0.096,0.815,0.088,0.38162566306932505,0.01594460703615633,-0.9999083280563354
1975,05,sl,0.8911,0.05,0.883,0.067,0.3630548068283918,0.08563117699910153,-0.9991433620452881
1975,05,su,0.9828,0.092,0.783,0.125,0.4430755321067821,0.03934681637806636,-0.9997891783714294
1975,06,at,0.9808,0.063,0.847,0.09,0.40940241967027663,0.09665665022807879,-0.9966590404510498
1975,06,bo,0.9985,0.089,0.726,0.185,0.4576336219336217,0.04050707070707071,-0.9826640486717224
1975,06,ch,-0.633,0.098,0.812,0.09,0.4542647653000593,0.06644557338086754,-0.9988922476768494
1975,06,cl,0.9843,0.063,0.845,0.092,0.42588373064843654,0.048567259537847775,-0.9855567812919617
1975,06,da,0.6522,0.06,0.876,0.064,0.41492769961519965,0.08302278739778739,-0.9991579055786133
1975,06,kc,0.9701,0.064,0.835,0.101,0.38184385382059793,0.0833111849390919,-0.8916424512863159
1975,06,mi,0.995,0.061,0.81,0.129,0.3610989858906526,0.06229717813051145,-0.9981637597084045
1975,06,ny,0.9934,0.033,0.866,0.102,0.43056443910699205,0.0986968315372571,-0.8350034356117249
1975,06,ph,0.9896,0.073,0.828,0.099,0.3500029151544302,0.06574602445814567,-0.9977530837059021
1975,06,ri,0.9982,0.06,0.79,0.15,0.46357739612412513,0.08481136464781325,-0.9918891787528992
1975,06,sf,0.8625,0.074,0.847,0.079,0.44645011624178277,0.030083072791406127,-0.9983110427856445
1975,06,sl,0.9325,0.073,0.834,0.093,0.39602495543672006,0.036539343009931245,-0.993593156337738
1975,06,su,0.9971,0.087,0.752,0.161,0.4503589713178752,0.11400679989721083,-0.9984464049339294
1975,07,at,0.9951,0.052,0.834,0.114,0.40322779287895555,0.15621824557871072,-0.9671051502227783
1975,07,bo,0.9946,0.085,0.764,0.151,0.45105722402597387,0.038820515422077914,-0.9997522234916687
1975,07,ch,0.9848,0.071,0.832,0.097,0.4985442493112947,0.08210399449035814,-0.9945781230926514
1975,07,cl,0.9716,0.058,0.863,0.078,0.3637917668750999,0.04615682619849285,-0.9993029832839966
1975,07,da,0.939,0.07,0.851,0.078,0.41258768315018324,0.114855711996337,-0.9997037053108215
1975,07,kc,0.9861,0.035,0.886,0.079,0.4115717849753995,0.07277078009005719,-0.8879292607307434
1975,07,mi,0.9969,0.046,0.814,0.14,0.41819521748093175,0.10069160997732426,0.8454127311706543
1975,07,ny,0.9893,0.05,0.846,0.105,0.48613009797220313,0.15435406698564597,-0.9995253086090088
1975,07,ph,0.9474,0.068,0.854,0.078,0.4014307783719549,0.08380897207367795,-0.9991629123687744
1975,07,ri,0.9923,0.061,0.832,0.106,0.4563060100073085,0.09701734412773373,-0.9975572824478149
1975,07,sf,0.9427,0.064,0.853,0.083,0.4069242110546456,0.07659451659451659,-0.999407172203064
1975,07,sl,0.9875,0.04,0.862,0.097,0.39537493158182807,0.05817597153804049,-0.997791051864624
1975,07,su,0.9688,0.085,0.813,0.102,0.4390233285233284,0.058281866281866275,-0.9963709115982056
1975,08,at,0.9543,0.043,0.881,0.077,0.40576078242744895,0.14924028646250867,0.517194390296936
1975,08,bo,0.984,0.068,0.834,0.099,0.43346969696969695,0.05925757575757576,-0.9997639060020447
1975,08,ch,0.966,0.099,0.786,0.115,0.43357130417475237,0.05779183460217942,-0.9994480013847351
1975,08,cl,-0.7307,0.074,0.854,0.072,0.39807692307692294,0.02086195054945055,-0.9965481162071228
1975,08,da,0.9827,0.056,0.856,0.088,0.4309012332696541,0.08691092168065853,-0.8983021974563599
1975,08,kc,0.9922,0.035,0.882,0.084,0.460508572115715,0.11177549302549301,-0.9984751343727112
1975,08,mi,0.9966,0.064,0.767,0.169,0.45774818401937045,0.1119955609362389,0.5616265535354614
1975,08,ny,0.9903,0.046,0.857,0.097,0.4208668968162638,0.014915885801961752,-0.9930264949798584
1975,08,ph,0.861,0.065,0.869,0.066,0.3679971760616922,0.06906701422830457,-0.9838638305664062
1975,08,ri,0.9983,0.031,0.839,0.13,0.4631718055187443,0.10095874930058601,-0.9931199550628662
1975,08,sf,0.0183,0.07,0.866,0.064,0.36576252451252433,0.04062553187553187,-0.9998313188552856
1975,08,sl,0.973,0.071,0.821,0.108,0.410710553814002,0.0916983878190775,-0.9969933032989502
1975,08,su,0.95,0.071,0.837,0.092,0.40897083075654495,0.06799869442726587,-0.9953109622001648
1975,09,at,0.8778,0.057,0.86,0.083,0.42394210727544046,0.06822308350086129,-0.9933207631111145
1975,09,bo,0.7084,0.118,0.754,0.128,0.47987567987567975,0.03873834498834499,-0.9999130964279175
1975,09,ch,0.9955,0.077,0.784,0.139,0.4680551547218214,0.08291887125220455,-0.894868016242981
1975,09,cl,0.8866,0.078,0.839,0.082,0.4004717077794001,0.041366293962447814,-0.9992008805274963
1975,09,da,-0.5399,0.056,0.89,0.054,0.3688452606421355,0.03204928751803752,-0.7761909365653992
1975,09,kc,0.9979,0.064,0.786,0.149,0.42699735449735454,0.059682539682539684,-0.998275637626648
1975,09,mi,0.989,0.071,0.806,0.123,0.382879365079365,0.06714444444444446,-0.9993458390235901
1975,09,ny,0.9935,0.053,0.848,0.099,0.4473715415019763,0.09146327404479576,-0.9996432065963745
1975,09,ph,0.9955,0.037,0.867,0.096,0.34361512855831033,0.05848542240587697,-0.9990645051002502
1975,09,ri,0.9978,0.033,0.85,0.117,0.39317123387919856,0.05801857925751731,-0.9977549910545349
1975,09,sf,0.9888,0.09,0.774,0.136,0.4057777621239158,0.04434656867349175,-0.9956963062286377
1975,09,sl,0.9915,0.049,0.838,0.113,0.40292658730158715,0.0672040343915344,-0.7567828297615051
1975,09,su,0.9271,0.092,0.803,0.105,0.4193707972582971,0.06015409451659455,-0.9970657229423523
1975,10,at,-0.8922,0.061,0.887,0.052,0.43100574712643674,0.018460591133004925,-0.9998579025268555
1975,10,bo,0.9988,0.097,0.717,0.186,0.48239625391110513,0.1349619819124769,-0.9997726082801819
1975,10,ch,0.9959,0.073,0.795,0.131,0.48613616757638484,0.04354327435849174,-0.9994039535522461
1975,10,cl,0.9675,0.063,0.853,0.084,0.3424851397328461,0.04166792432847479,-0.9991325736045837
1975,10,da,0.9886,0.023,0.894,0.083,0.4535303585303585,0.07661806447520735,-0.5320286154747009
1975,10,kc,0.9524,0.058,0.854,0.087,0.39957915622389306,0.07507779866332498,-0.9376011490821838
1975,10,mi,0.9985,0.033,0.786,0.181,0.39650714582221436,0.058309612761667545,-0.7990702986717224
1975,10,ny,0.8807,0.095,0.788,0.117,0.3958621933621932,0.08604767917267919,-0.9995307922363281
1975,10,ph,0.9895,0.043,0.873,0.084,0.37833159177986764,0.08842476489028213,-0.985913872718811
1975,10,ri,0.996,0.038,0.859,0.102,0.4136511349011349,0.037373493623493625,-0.9999223947525024
1975,10,sf,0.9925,0.089,0.773,0.138,0.42081774376417236,0.07793863378684808,-0.9988656044006348
