year,month,region,v_com,v_neg,v_neu,v_pos,t_sub,t_pol,f_score
1994,01,ri,0.9964,0.039,0.836,0.125,0.3425132184888283,0.05809316191938143,-0.9844028949737549
1994,01,sf,0.9988,0.07,0.768,0.162,0.337285753183189,0.09339403711198581,-0.7889358401298523
1994,01,sl,0.9971,0.018,0.871,0.11,0.38205843412028984,0.13371900150250665,-0.8744060397148132
1994,01,su,0.9971,0.061,0.83,0.109,0.4190946911511426,0.10237254457012525,-0.9848922491073608
1994,03,at,0.9902,0.084,0.797,0.119,0.41877147852147834,0.11868136030636033,-0.9675431847572327
1994,03,bo,0.9952,0.063,0.811,0.126,0.42176004718173377,0.02083410565338277,-0.9976696372032166
1994,03,ch,0.9987,0.066,0.804,0.13,0.46930323071989744,0.090187810646144,-0.8196911811828613
1994,03,cl,0.9968,0.031,0.833,0.136,0.3810154320987654,0.13307126823793494,-0.713101863861084
1994,03,da,0.9972,0.066,0.787,0.147,0.4612859689330276,0.06289279348102877,-0.9967659711837769
1994,03,kc,-0.8936,0.098,0.815,0.087,0.3912688374427503,0.06045194177802874,-0.9935775399208069
1994,03,mi,0.997,0.046,0.858,0.096,0.4634643734643733,0.02224281911781912,0.755969226360321
1994,03,ny,0.9825,0.071,0.835,0.094,0.3825275564771361,0.08460156789988728,-0.9960702657699585
1994,03,ph,0.9944,0.062,0.838,0.1,0.3839596425080296,0.07320568880044688,-0.999169111251831
1994,03,ri,0.997,0.046,0.841,0.113,0.3950711053652228,0.07191484985602634,-0.9937345385551453
1994,03,sf,0.9989,0.064,0.783,0.154,0.35466870055232114,0.04914250261233022,-0.9858040809631348
