year,month,region,filesize
1971,12,cl,4267
1971,12,da,4612
1971,12,kc,5304
1971,12,mi,3683
1971,12,ny,4622
1971,12,ph,3269
1971,12,ri,3631
1971,12,sf,3685
1971,12,sl,4098
1971,12,su,6519
1972,02,at,3810
1972,02,bo,5336
1972,02,ch,5709
1972,02,cl,4532
1972,02,da,4418
1972,02,kc,5313
1972,02,mi,5182
1972,02,ny,5184
1972,02,ph,3413
1972,02,ri,3746
1972,02,sf,3526
1972,02,sl,3344
1972,02,su,5279
1972,03,at,3548
1972,03,bo,5381
1972,03,ch,5362
1972,03,cl,3804
1972,03,da,4969
1972,03,kc,5476
1972,03,mi,3124
1972,03,ny,6275
1972,03,ph,3573
1972,03,ri,3038
1972,03,sf,4371
1972,03,sl,4070
1972,03,su,5832
1972,04,at,2380
1972,04,bo,4240
1972,04,ch,3995
1972,04,cl,3721
1972,04,da,3709
1972,04,kc,5280
1972,04,mi,4792
1972,04,ny,5831
1972,04,ph,2731
1972,04,ri,3414
1972,04,sf,4210
1972,04,sl,3402
1972,04,su,5290
1972,05,at,4170
1972,05,bo,2915
1972,05,ch,5330
1972,05,cl,4856
1972,05,da,4671
1972,05,kc,4992
1972,05,mi,4224
1972,05,ny,5461
1972,05,ph,2403
1972,05,ri,3780
1972,05,sf,3380
1972,05,sl,3210
1972,05,su,3873
1972,06,at,3537
1972,06,bo,3028
1972,06,ch,4152
1972,06,cl,2986
1972,06,da,5106
1972,06,kc,5491
1972,06,mi,5233
1972,06,ny,5277
1972,06,ph,3303
1972,06,ri,3134
1972,06,sf,3244
1972,06,sl,3296
1972,06,su,5840
1972,07,at,3377
1972,07,bo,3822
1972,07,ch,5503
1972,07,cl,3609
1972,07,da,4210
1972,07,kc,5256
1972,07,mi,4648
1972,07,ny,3896
1972,07,ph,3245
1972,07,ri,2690
1972,07,sf,3928
1972,07,sl,3352
1972,07,su,6264
1972,08,at,3660
1972,08,bo,2565
1972,08,ch,4721
1972,08,cl,4556
1972,08,da,5644
1972,08,kc,5278
1972,08,mi,5540
1972,08,ny,3881
1972,08,ph,3213
1972,08,ri,2999
1972,08,sf,3951
1972,08,sl,3494
1972,08,su,4341
1972,09,at,2948
1972,09,bo,2824
1972,09,ch,4579
1972,09,cl,3312
1972,09,da,5051
1972,09,kc,5644
1972,09,mi,5081
1972,09,ny,5075
1972,09,ph,2927
1972,09,ri,3056
1972,09,sf,3494
1972,09,sl,3823
1972,09,su,3846
1972,10,at,3821
1972,10,bo,4540
1972,10,ch,4805
1972,10,cl,4404
1972,10,da,4219
1972,10,kc,5582
1972,10,mi,4277
1972,10,ny,3730
1972,10,ph,2573
1972,10,ri,2956
1972,10,sf,3946
1972,10,sl,3410
1972,10,su,3626
1972,11,at,3222
1972,11,bo,3025
1972,11,ch,5165
1972,11,cl,4188
1972,11,da,4971
1972,11,kc,4845
1972,11,mi,4612
1972,11,ny,3809
1972,11,ph,2743
1972,11,ri,3107
1972,11,sf,3756
1972,11,sl,3235
1972,11,su,4546
1972,12,at,4352
1972,12,bo,5518
1972,12,ch,4281
1972,12,cl,4706
1972,12,da,4876
1972,12,kc,4635
1972,12,mi,4787
1972,12,ny,4034
1972,12,ph,2941
1972,12,ri,3338
1972,12,sf,3470
1972,12,sl,3959
1972,12,su,5868
1973,01,at,2850
1973,01,bo,3329
1973,01,ch,4574
1973,01,cl,4536
1973,01,da,4792
1973,01,kc,4610
1973,01,mi,4837
1973,01,ny,4152
1973,01,ph,3254
1973,01,ri,3474
1973,01,sf,2912
1973,01,sl,3751
1973,01,su,4484
1973,02,at,4466
1973,02,bo,4528
1973,02,ch,5206
1973,02,cl,4672
1973,02,da,3664
1973,02,kc,6061
1973,02,mi,3815
1973,02,ny,3751
1973,02,ph,3548
1973,02,ri,3291
1973,02,sf,4247
1973,02,sl,3757
1973,02,su,4813
1973,03,at,3580
1973,03,bo,5497
1973,03,ch,4867
1973,03,cl,4939
1973,03,da,5246
1973,03,kc,5055
1973,03,mi,4555
1973,03,ny,4706
1973,03,ph,3416
1973,03,ri,3376
1973,03,sf,3899
1973,03,sl,4365
1973,03,su,4118
1973,04,at,4119
1973,04,bo,4020
1973,04,ch,4955
1973,04,cl,4216
1973,04,da,5039
1973,04,kc,5966
1973,04,mi,4614
1973,04,ny,5910
1973,04,ph,2934
1973,04,ri,3542
1973,04,sf,3793
1973,04,sl,3544
1973,04,su,4538
1973,05,at,4516
1973,05,bo,4957
1973,05,ch,5486
1973,05,cl,4817
1973,05,da,5486
1973,05,kc,4665
1973,05,mi,5334
1973,05,ny,5908
1973,05,ph,3303
1973,05,ri,3441
1973,05,sf,4082
1973,05,sl,3736
1973,05,su,3802
1973,06,at,5648
1973,06,bo,4332
1973,06,ch,5239
1973,06,cl,4480
1973,06,da,5292
1973,06,kc,5763
1973,06,mi,5805
1973,06,ny,4846
1973,06,ph,3039
1973,06,ri,3922
1973,06,sf,3684
1973,06,sl,3357
1973,06,su,5874
1973,07,at,4133
1973,07,bo,4507
1973,07,ch,4575
1973,07,cl,3590
1973,07,da,5386
1973,07,kc,5440
1973,07,mi,5867
1973,07,ny,3723
1973,07,ph,3069
1973,07,ri,4159
1973,07,sf,4355
1973,07,sl,4311
1973,07,su,4936
1973,08,at,3594
1973,08,bo,4251
1973,08,ch,5200
1973,08,cl,5870
1973,08,da,4221
1973,08,kc,3864
1973,08,mi,3981
1973,08,ny,6733
1973,08,ph,3483
1973,08,ri,3332
1973,08,sf,4095
1973,08,sl,4804
1973,08,su,4209
1973,09,at,4611
1973,09,bo,5175
1973,09,ch,5292
1973,09,cl,5472
1973,09,da,4277
1973,09,kc,6031
1973,09,mi,3693
1973,09,ny,4808
1973,09,ph,3213
1973,09,ri,3603
1973,09,sf,3907
1973,09,sl,3874
1973,09,su,3977
1973,10,at,5209
1973,10,bo,5878
1973,10,ch,5233
1973,10,cl,5507
1973,10,da,3380
1973,10,kc,5183
1973,10,mi,5283
1973,10,ny,4035
1973,10,ph,2868
1973,10,ri,4248
1973,10,sf,4075
1973,10,sl,4036
1973,10,su,6048
1973,11,at,5530
1973,11,bo,4540
1973,11,ch,4981
1973,11,cl,3877
1973,11,da,4367
1973,11,kc,5222
1973,11,mi,4583
1973,11,ny,4748
1973,11,ph,3137
1973,11,ri,3860
1973,11,sf,4450
1973,11,sl,4072
1973,11,su,4785
1973,12,at,5302
1973,12,bo,4892
1973,12,ch,4633
1973,12,cl,5042
1973,12,da,3820
1973,12,kc,5694
1973,12,mi,5519
1973,12,ny,4830
1973,12,ph,3339
1973,12,ri,3574
1973,12,sf,4107
1973,12,sl,2716
1973,12,su,4482
1974,01,at,5099
1974,01,bo,4946
1974,01,ch,5357
1974,01,cl,5294
1974,01,da,3141
1974,01,kc,4559
1974,01,mi,4779
1974,01,ny,5403
1974,01,ph,2840
1974,01,ri,2985
1974,01,sf,4412
1974,01,sl,2729
1974,01,su,5663
1974,02,at,5100
1974,02,bo,5065
1974,02,ch,4868
1974,02,cl,5972
1974,02,da,3203
1974,02,kc,5407
1974,02,mi,5173
1974,02,ny,4665
1974,02,ph,3495
1974,02,ri,4020
1974,02,sf,3919
1974,02,sl,3782
1974,02,su,3703
1974,03,at,4670
1974,03,bo,5109
1974,03,ch,5018
1974,03,cl,3782
1974,03,da,3930
1974,03,kc,5088
1974,03,mi,4654
1974,03,ny,5647
1974,03,ph,3366
1974,03,ri,3788
1974,03,sf,4069
1974,03,sl,3140
1974,03,su,4426
1974,04,at,5299
1974,04,bo,5072
1974,04,ch,4424
1974,04,cl,5241
1974,04,da,4104
1974,04,kc,5369
1974,04,mi,4883
1974,04,ny,3915
1974,04,ph,3681
1974,04,ri,3836
1974,04,sf,4622
1974,04,sl,3822
1974,04,su,5045
1974,05,at,5910
1974,05,bo,5398
1974,05,ch,4940
1974,05,cl,6475
1974,05,da,5399
1974,05,kc,5321
1974,05,mi,4875
1974,05,ny,5338
1974,05,ph,3357
1974,05,ri,5055
1974,05,sf,4277
1974,05,sl,3375
1974,05,su,5813
1974,06,at,6286
1974,06,bo,4873
1974,06,ch,5319
1974,06,cl,6561
1974,06,da,3308
1974,06,kc,5181
1974,06,mi,5550
1974,06,ny,5121
1974,06,ph,3922
1974,06,ri,4566
1974,06,sf,4603
1974,06,sl,6216
1974,06,su,5163
1974,07,at,5736
1974,07,bo,4607
1974,07,ch,5149
1974,07,cl,7022
1974,07,da,5284
1974,07,kc,5598
1974,07,mi,4817
1974,07,ny,3881
1974,07,ph,4931
1974,07,ri,4879
1974,07,sf,3733
1974,07,sl,3225
1974,07,su,6732
1974,08,at,5456
1974,08,bo,5214
1974,08,ch,4951
1974,08,cl,5313
1974,08,da,5125
1974,08,kc,4508
1974,08,mi,4992
1974,08,ny,5262
1974,08,ph,4075
1974,08,ri,5657
1974,08,sf,5004
1974,08,sl,2715
1974,08,su,4204
1974,09,at,3857
1974,09,bo,5341
1974,09,ch,5222
1974,09,cl,6373
1974,09,da,5541
1974,09,kc,4704
1974,09,mi,4833
1974,09,ny,5096
1974,09,ph,3967
1974,09,ri,5004
1974,09,sf,4431
1974,09,sl,4027
1974,09,su,4238
1974,10,at,4716
1974,10,bo,3436
1974,10,ch,4364
1974,10,cl,5080
1974,10,da,5098
1974,10,kc,5623
1974,10,mi,5360
1974,10,ny,4353
1974,10,ph,3658
1974,10,ri,5740
1974,10,sf,4460
1974,10,sl,3142
1974,10,su,5102
1974,11,at,7047
1974,11,bo,3827
1974,11,ch,5128
1974,11,cl,5503
1974,11,da,5536
1974,11,kc,5684
1974,11,mi,5501
1974,11,ny,4206
1974,11,ph,3846
1974,11,ri,4748
1974,11,sf,4561
1974,11,sl,2632
1974,11,su,6098
1974,12,at,5845
1974,12,bo,5213
1974,12,ch,5312
1974,12,cl,5846
1974,12,da,5295
1974,12,kc,4938
1974,12,mi,5168
1974,12,ny,4766
1974,12,ph,3869
1974,12,ri,5622
1974,12,sf,3446
1974,12,sl,4072
1974,12,su,5233
1975,01,at,5818
1975,01,bo,5772
1975,01,ch,6000
1975,01,cl,5974
1975,01,da,4367
1975,01,kc,5589
1975,01,mi,4598
1975,01,ny,5081
1975,01,ph,4230
1975,01,ri,5233
1975,01,sf,4789
1975,01,sl,5121
1975,01,su,6056
1975,02,at,5987
1975,02,bo,6227
1975,02,ch,4732
1975,02,cl,6299
1975,02,da,5361
1975,02,kc,4563
1975,02,mi,5515
1975,02,ny,4901
1975,02,ph,4413
1975,02,ri,5398
1975,02,sf,3914
1975,02,sl,3464
1975,02,su,4590
1975,03,at,6035
1975,03,bo,5810
1975,03,ch,5774
1975,03,cl,5366
1975,03,da,4642
1975,03,kc,5968
1975,03,mi,4712
1975,03,ny,6186
1975,03,ph,4593
1975,03,ri,5464
1975,03,sf,4024
1975,03,sl,4602
1975,03,su,5361
1975,04,at,6540
1975,04,bo,5987
1975,04,ch,6184
1975,04,cl,6308
1975,04,da,5149
1975,04,kc,4227
1975,04,mi,4350
1975,04,ny,6143
1975,04,ph,4392
1975,04,ri,5899
1975,04,sf,4747
1975,04,sl,4695
1975,04,su,5689
1975,05,at,5073
1975,05,bo,5251
1975,05,ch,5444
1975,05,cl,6021
1975,05,da,5314
1975,05,kc,5438
1975,05,mi,4839
1975,05,ny,3558
1975,05,ph,4548
1975,05,ri,5976
1975,05,sf,4125
1975,05,sl,3407
1975,05,su,5017
1975,06,at,5554
1975,06,bo,4872
1975,06,ch,5002
1975,06,cl,5547
1975,06,da,5826
1975,06,kc,4621
1975,06,mi,4727
1975,06,ny,4720
1975,06,ph,5517
1975,06,ri,5476
1975,06,sf,4564
1975,06,sl,4103
1975,06,su,4669
1975,07,at,5665
1975,07,bo,4649
1975,07,ch,5296
1975,07,cl,6072
1975,07,da,4839
1975,07,kc,5325
1975,07,mi,4261
1975,07,ny,4656
1975,07,ph,5490
1975,07,ri,5895
1975,07,sf,3824
1975,07,sl,3727
1975,07,su,4706
1975,08,at,5524
1975,08,bo,5349
1975,08,ch,4866
1975,08,cl,7624
1975,08,da,4911
1975,08,kc,5662
1975,08,mi,3157
1975,08,ny,4389
1975,08,ph,5412
1975,08,ri,5572
1975,08,sf,4432
1975,08,sl,3767
1975,08,su,4946
1975,09,at,6415
1975,09,bo,4806
1975,09,ch,5154
1975,09,cl,7273
1975,09,da,5202
1975,09,kc,5425
1975,09,mi,4071
1975,09,ny,5445
1975,09,ph,5612
1975,09,ri,5977
1975,09,sf,4126
1975,09,sl,3913
1975,09,su,4855
1975,10,at,6209
1975,10,bo,5894
1975,10,ch,5438
1975,10,cl,5266
1975,10,da,5414
1975,10,kc,4175
1975,10,mi,4076
1975,10,ny,4588
1975,10,ph,5414
1975,10,ri,5583
1975,10,sf,3845
1975,10,sl,3562
1975,10,su,4798
1975,11,at,6055
1975,11,bo,6131
1975,11,ch,5233
1975,11,cl,5759
1975,11,da,5824
1975,11,kc,5105
1975,11,mi,5282
1975,11,ny,4048
1975,11,ph,5622
1975,11,ri,5284
1975,11,sf,4698
1975,11,sl,4518
1975,11,su,4871
1975,12,at,6410
1975,12,bo,6330
1975,12,ch,5176
1975,12,cl,5530
1975,12,da,5695
1975,12,kc,4155
1975,12,mi,5209
1975,12,ny,5956
1975,12,ph,4896
1975,12,ri,5792
1975,12,sf,3972
1975,12,sl,4142
1975,12,su,4909
1976,01,at,5857
1976,01,bo,4875
1976,01,ch,4844
1976,01,cl,4647
1976,01,da,5361
1976,01,kc,4695
1976,01,mi,4351
1976,01,ny,5326
1976,01,ph,5105
1976,01,ri,5024
1976,01,sf,4230
1976,01,sl,3560
1976,01,su,6979
1976,02,at,7006
1976,02,bo,5788
1976,02,ch,5436
1976,02,cl,5883
1976,02,da,5091
1976,02,kc,4968
1976,02,mi,4809
1976,02,ny,5078
1976,02,ph,5594
1976,02,ri,5211
1976,02,sf,4342
1976,02,sl,4368
1976,02,su,6291
1976,03,at,5827
1976,03,bo,5409
1976,03,ch,5153
1976,03,cl,6185
1976,03,da,5630
1976,03,kc,5900
1976,03,mi,4807
1976,03,ny,6385
1976,03,ph,5375
1976,03,ri,4413
1976,03,sf,4218
1976,03,sl,4725
1976,03,su,5010
1976,04,at,4727
1976,04,bo,3711
1976,04,ch,5505
1976,04,cl,6863
1976,04,da,5559
1976,04,kc,4278
1976,04,mi,4180
1976,04,ny,6609
1976,04,ph,5663
1976,04,ri,4832
1976,04,sf,4242
1976,04,sl,4486
1976,04,su,5625
1976,05,at,4838
1976,05,bo,4781
1976,05,ch,6059
1976,05,cl,6125
1976,05,da,4167
1976,05,kc,5020
1976,05,mi,4673
1976,05,ny,5479
1976,05,ph,5637
1976,05,ri,5489
1976,05,sf,4711
1976,05,sl,4967
1976,05,su,5273
1976,06,at,5950
1976,06,bo,4697
1976,06,ch,5588
1976,06,cl,8589
1976,06,da,7218
1976,06,kc,7071
1976,06,mi,5411
1976,06,ny,5553
1976,06,ph,7644
1976,06,ri,6302
1976,06,sf,3947
1976,06,sl,4873
1976,06,su,5848
1976,07,at,5781
1976,07,bo,4657
1976,07,ch,5880
1976,07,cl,6687
1976,07,da,5423
1976,07,kc,5026
1976,07,mi,5330
1976,07,ny,6270
1976,07,ph,5678
1976,07,ri,5706
1976,07,sf,4144
1976,07,sl,5071
1976,07,su,4882
1976,08,at,5125
1976,08,bo,3948
1976,08,ch,5592
1976,08,cl,6281
1976,08,da,5617
1976,08,kc,5431
1976,08,mi,5220
1976,08,ny,5527
1976,08,ph,5623
1976,08,ri,5370
1976,08,sf,4318
1976,08,sl,5023
1976,08,su,5129
1976,09,at,4979
1976,09,bo,3634
1976,09,ch,5911
1976,09,cl,6676
1976,09,da,4844
1976,09,kc,4939
1976,09,mi,4021
1976,09,ny,5854
1976,09,ph,5877
1976,09,ri,4826
1976,09,sf,4041
1976,09,sl,4523
1976,09,su,4842
1976,10,at,6798
1976,10,bo,4398
1976,10,ch,5333
1976,10,cl,6145
1976,10,da,5423
1976,10,kc,5967
1976,10,mi,5282
1976,10,ny,6958
1976,10,ph,5610
1976,10,ri,4478
1976,10,sf,4588
1976,10,sl,4952
1976,10,su,5608
1976,11,at,6011
1976,11,bo,4494
1976,11,ch,4890
1976,11,cl,5295
1976,11,da,5281
1976,11,kc,5812
1976,11,mi,4784
1976,11,ny,6277
1976,11,ph,5254
1976,11,ri,4907
1976,11,sf,4641
1976,11,sl,4796
1976,11,su,6216
1976,12,at,5883
1976,12,bo,4906
1976,12,ch,6342
1976,12,cl,6229
1976,12,da,5602
1976,12,kc,4842
1976,12,mi,4376
1976,12,ny,5264
1976,12,ph,6088
1976,12,ri,4708
1976,12,sf,3906
1976,12,sl,5101
1976,12,su,4604
1977,01,at,5162
1977,01,bo,4206
1977,01,ch,5070
1977,01,cl,6049
1977,01,da,4355
1977,01,kc,5535
1977,01,mi,5127
1977,01,ny,5376
1977,01,ph,4262
1977,01,ri,4811
1977,01,sf,4947
1977,01,sl,5212
1977,01,su,6616
1977,02,at,5146
1977,02,bo,5577
1977,02,ch,4868
1977,02,cl,6688
1977,02,da,5934
1977,02,kc,5221
1977,02,mi,4926
1977,02,ny,5658
1977,02,ph,5606
1977,02,ri,4524
1977,02,sf,4925
1977,02,sl,4324
1977,02,su,6899
1977,03,at,5687
1977,03,bo,6118
1977,03,ch,5585
1977,03,cl,7364
1977,03,da,5691
1977,03,kc,5401
1977,03,mi,4243
1977,03,ny,5404
1977,03,ph,5357
1977,03,ri,4522
1977,03,sf,5055
1977,03,sl,4086
1977,03,su,5530
1977,04,at,7251
1977,04,bo,5709
1977,04,ch,5343
1977,04,cl,6573
1977,04,da,5430
1977,04,kc,5317
1977,04,mi,4142
1977,04,ny,5594
1977,04,ph,6060
1977,04,ri,4637
1977,04,sf,4484
1977,04,sl,4748
1977,04,su,6571
1977,05,at,7056
1977,05,bo,5352
1977,05,ch,5413
1977,05,cl,9274
1977,05,da,5679
1977,05,kc,4114
1977,05,mi,5099
1977,05,ny,4969
1977,05,ph,5874
1977,05,ri,5099
1977,05,sf,6066
1977,05,sl,4806
1977,05,su,4918
1977,06,at,6234
1977,06,bo,5502
1977,06,ch,5401
1977,06,cl,8937
1977,06,da,4558
1977,06,kc,4770
1977,06,mi,4052
1977,06,ny,5488
1977,06,ph,5765
1977,06,ri,5109
1977,06,sf,4726
1977,06,sl,5925
1977,06,su,6351
1977,07,at,6590
1977,07,bo,4971
1977,07,ch,5349
1977,07,cl,4997
1977,07,da,5431
1977,07,kc,4606
1977,07,mi,4882
1977,07,ny,5277
1977,07,ph,5271
1977,07,ri,4710
1977,07,sf,5128
1977,07,sl,5324
1977,07,su,5101
1977,08,at,5537
1977,08,bo,4796
1977,08,ch,5290
1977,08,cl,6642
1977,08,da,5383
1977,08,kc,5515
1977,08,mi,5103
1977,08,ny,5952
1977,08,ph,5774
1977,08,ri,4780
1977,08,sf,5030
1977,08,sl,4623
1977,08,su,6446
1977,09,at,6228
1977,09,bo,6081
1977,09,ch,5187
1977,09,cl,7517
1977,09,da,5285
1977,09,kc,4666
1977,09,mi,4116
1977,09,ny,5256
1977,09,ph,5408
1977,09,ri,5250
1977,09,sf,4366
1977,09,sl,4502
1977,09,su,6225
1977,10,at,5430
1977,10,bo,3756
1977,10,ch,5157
1977,10,cl,7159
1977,10,da,5468
1977,10,kc,5086
1977,10,mi,4040
1977,10,ny,5170
1977,10,ph,5229
1977,10,ri,5087
1977,10,sf,4859
1977,10,sl,3573
1977,10,su,5696
1977,11,at,6024
1977,11,bo,4999
1977,11,ch,5573
1977,11,cl,6429
1977,11,da,4927
1977,11,kc,4672
1977,11,mi,4074
1977,11,ny,5043
1977,11,ph,4876
1977,11,ri,4800
1977,11,sf,5560
1977,11,sl,4605
1977,11,su,4388
1977,12,at,4505
1977,12,bo,5154
1977,12,ch,5361
1977,12,cl,6864
1977,12,da,5440
1977,12,kc,4923
1977,12,mi,3542
1977,12,ny,5053
1977,12,ph,5280
1977,12,ri,5708
1977,12,sf,5093
1977,12,sl,4174
1977,12,su,5370
1978,01,at,5039
1978,01,bo,5259
1978,01,ch,5385
1978,01,cl,6521
1978,01,da,5146
1978,01,kc,4940
1978,01,mi,4680
1978,01,ny,4762
1978,01,ph,5203
1978,01,ri,4654
1978,01,sf,5343
1978,01,sl,3712
1978,01,su,5673
1978,02,at,7094
1978,02,bo,5895
1978,02,ch,6321
1978,02,cl,6370
1978,02,da,3092
1978,02,kc,5458
1978,02,mi,4385
1978,02,ny,5125
1978,02,ph,5601
1978,02,ri,5257
1978,02,sf,5035
1978,02,sl,5201
1978,02,su,8621
1978,03,at,5563
1978,03,bo,6163
1978,03,ch,5218
1978,03,cl,7221
1978,03,da,5273
1978,03,kc,5493
1978,03,mi,3973
1978,03,ny,3860
1978,03,ph,5006
1978,03,ri,4067
1978,03,sf,4816
1978,03,sl,5177
1978,03,su,6486
1978,04,at,6510
1978,04,bo,5489
1978,04,ch,5155
1978,04,cl,5741
1978,04,da,5431
1978,04,kc,5223
1978,04,mi,4214
1978,04,ny,4867
1978,04,ph,5264
1978,04,ri,4446
1978,04,sf,3680
1978,04,sl,4746
1978,04,su,3893
1978,05,at,4713
1978,05,bo,4976
1978,05,ch,4336
1978,05,cl,5597
1978,05,da,5051
1978,05,kc,4399
1978,05,mi,4291
1978,05,ny,5075
1978,05,ph,4339
1978,05,ri,4605
1978,05,sf,3945
1978,05,sl,5192
1978,05,su,4757
1978,06,at,5897
1978,06,bo,5270
1978,06,ch,6059
1978,06,cl,6625
1978,06,da,5321
1978,06,kc,5473
1978,06,mi,4269
1978,06,ny,4560
1978,06,ph,5907
1978,06,ri,4950
1978,06,sf,4988
1978,06,sl,4594
1978,06,su,4534
1978,07,at,4043
1978,07,bo,4285
1978,07,ch,5222
1978,07,cl,5916
1978,07,da,5005
1978,07,kc,4760
1978,07,mi,3448
1978,07,ny,4903
1978,07,ph,5474
1978,07,ri,5437
1978,07,sf,4121
1978,07,sl,3938
1978,07,su,4837
1978,08,at,5068
1978,08,bo,4310
1978,08,ch,5338
1978,08,cl,5580
1978,08,da,4731
1978,08,kc,5242
1978,08,mi,4366
1978,08,ny,4832
1978,08,ph,4956
1978,08,ri,5724
1978,08,sf,4784
1978,08,sl,4405
1978,08,su,5927
1978,09,at,4036
1978,09,bo,5729
1978,09,ch,5163
1978,09,cl,5205
1978,09,da,4672
1978,09,kc,5430
1978,09,mi,4426
1978,09,ny,5106
1978,09,ph,4702
1978,09,ri,5021
1978,09,sf,3729
