year,month,region
1971,1,bo
2015,7,at
2015,7,bo
2015,7,ch
2015,7,cl
2015,7,da
2015,7,kc
2015,7,mi
2015,7,ny
2015,7,ph
2015,7,ri
2015,7,sf
2015,7,sl
2015,7,su
