year,month,region,v_com,v_neg,v_neu,v_pos,t_sub,t_pol
1980,11,at,0.9939,0.053,0.83,0.117,0.4240271623801034,0.11942458195399375
1980,11,bo,0.9954,0.082,0.779,0.14,0.4561585636585636,0.11454018204018204
1980,11,ch,0.9898,0.077,0.816,0.107,0.378753324562148,-0.004909211159211159
1980,11,cl,-0.9321,0.087,0.836,0.077,0.3509982437889415,0.02649324082463618
1980,11,da,0.9831,0.04,0.862,0.098,0.41871082251082237,0.05293419913419914
1980,11,kc,0.9963,0.053,0.829,0.118,0.44038532424671034,0.1014206420642064
1980,11,mi,0.9609,0.058,0.836,0.106,0.45483821733821733,0.109502442002442
1980,11,ny,0.9987,0.038,0.841,0.122,0.34187031162221976,0.04280509566769109
1980,11,ph,0.9949,0.05,0.844,0.106,0.34260327257776224,0.024039438452703756
1980,11,ri,0.992,0.059,0.816,0.125,0.3926823176823177,0.06073509823509824
1980,11,sf,0.9718,0.068,0.815,0.116,0.3809292096792095,0.08039613164613163
1980,11,sl,0.9023,0.09,0.802,0.109,0.4189746889746888,-0.015298691548691547
1980,11,su,0.9964,0.068,0.828,0.104,0.39627643645891814,0.05665236223630384
1980,12,at,0.9942,0.026,0.871,0.103,0.3787140363066288,0.1106235191420377
1980,12,bo,0.615,0.05,0.893,0.057,0.41825621075621067,0.049354866229866234
1980,12,ch,0.273,0.099,0.801,0.1,0.4214156806156805,0.07760798460798463
1980,12,cl,0.9886,0.093,0.789,0.119,0.3579916043552407,0.05893587587802465
1980,12,da,0.9953,0.068,0.792,0.14,0.43166132953804165,0.07632879677400226
1980,12,kc,0.9911,0.06,0.839,0.1,0.391163924963925,0.06525782828282828
1980,12,mi,0.9829,0.061,0.832,0.107,0.457210401891253,0.07525413711583925
1980,12,ny,0.9936,0.09,0.793,0.117,0.37513469743685557,0.05951797003955278
1980,12,ph,0.996,0.037,0.866,0.097,0.30260619010618994,0.03670637641225876
1980,12,ri,0.996,0.052,0.817,0.131,0.3645372200263503,0.07477025691699603
1980,12,sf,0.9925,0.122,0.704,0.173,0.431751867413632,0.09038573762838474
1980,12,sl,0.9862,0.069,0.821,0.11,0.41324450857784173,0.0384210758377425
1980,12,su,0.994,0.088,0.781,0.132,0.4256659184436961,0.09566244455133344
1981,01,at,0.9939,0.088,0.769,0.143,0.4912114938201892,0.12129262343936262
1981,01,bo,0.9952,0.085,0.783,0.132,0.4873847603014268,0.12623857623857623
1981,01,ch,0.9131,0.104,0.78,0.116,0.45341356302100094,0.07601472219240815
1981,01,cl,0.9989,0.043,0.813,0.144,0.3815026095399926,0.06935509972893153
1981,01,da,0.994,0.047,0.834,0.119,0.4333417884199132,0.12913200081168832
1981,01,kc,0.9781,0.081,0.817,0.103,0.42573378010878005,0.13012962731712727
1981,01,mi,0.9295,0.087,0.809,0.104,0.44984770784770794,0.06286499611499613
1981,01,ny,0.9985,0.045,0.825,0.13,0.3829160415496291,0.07008732912549707
1981,01,ph,0.9979,0.047,0.824,0.13,0.34128393720626726,0.08811379289534631
1981,01,ri,0.98,0.052,0.853,0.094,0.3635186746875058,0.0645130338636832
1981,01,sf,0.9182,0.082,0.814,0.104,0.49450716845878123,0.06000896057347672
1981,01,sl,0.9961,0.064,0.788,0.148,0.37226794624384973,0.0374601870686208
1981,01,su,0.9725,0.041,0.88,0.079,0.4165294853294853,0.08157873977873979
1981,03,at,0.9752,0.058,0.827,0.115,0.4660190857360668,0.13268221296523186
1981,03,bo,0.9978,0.093,0.74,0.167,0.3944282106782106,0.058223304473304496
1981,03,ch,0.9937,0.091,0.785,0.124,0.3951517559575411,0.06033129405030233
1981,03,cl,0.9981,0.051,0.827,0.122,0.32323333333333315,0.010819696969696962
1981,03,da,-0.9267,0.083,0.854,0.063,0.32405090824208466,0.02833601243527714
1981,03,kc,0.997,0.055,0.812,0.133,0.4009726250017514,0.08052718586699169
1981,03,mi,-0.9819,0.116,0.831,0.053,0.39257659653008486,0.03225729051310447
1981,03,ny,0.998,0.062,0.796,0.143,0.35805004329004325,0.09210277056277051
1981,03,ph,0.9935,0.056,0.859,0.085,0.3376081810605621,0.04958551699623128
1981,03,ri,0.953,0.076,0.834,0.09,0.38865063507920644,0.015826732791018507
1981,03,sf,-0.9534,0.103,0.824,0.073,0.47248236331569654,0.15403880070546738
1981,03,sl,0.99,0.081,0.783,0.136,0.35308040724707385,0.04783439554272887
1981,03,su,0.6694,0.107,0.782,0.111,0.3705755203700409,0.06053697444108403
1981,05,at,0.9916,0.09,0.776,0.134,0.467090569561158,0.08406489262371616
1981,05,bo,0.9823,0.103,0.765,0.132,0.4347337401554267,0.08888541177697806
1981,05,ch,0.9538,0.087,0.809,0.104,0.39138521395530734,0.07060218338255721
1981,05,cl,0.9986,0.05,0.82,0.13,0.31827555213148434,0.0557100667693888
1981,05,da,0.9929,0.061,0.824,0.115,0.42748386644219966,0.04034546857463524
1981,05,kc,0.9965,0.062,0.808,0.13,0.42289423447839297,0.07797253901214297
1981,05,mi,0.8943,0.06,0.866,0.073,0.38064081458447646,0.027924974086945928
1981,05,ny,0.9985,0.058,0.796,0.146,0.39683223731315315,0.06934692067898174
1981,05,ph,0.9897,0.056,0.863,0.082,0.29897987197987186,0.06144428719428719
1981,05,ri,0.9935,0.055,0.828,0.118,0.41481792717086813,0.09326044053985229
1981,05,sf,0.8957,0.076,0.83,0.093,0.4950031578727229,0.16223851349938312
1981,05,sl,0.9291,0.052,0.882,0.066,0.3241330552915918,0.035287148488368
1981,05,su,0.9853,0.097,0.785,0.118,0.41054453909292615,0.11044764077022141
1981,06,at,0.9986,0.05,0.798,0.151,0.40848410210479164,0.09468179330248296
1981,06,bo,0.9971,0.065,0.796,0.139,0.37276907732790066,0.10570420592479413
1981,06,ch,0.6984,0.109,0.78,0.111,0.44992454304954316,0.07778809924643258
1981,06,cl,0.9809,0.063,0.85,0.087,0.32926932502363526,0.009903266034731548
1981,06,da,0.9961,0.038,0.85,0.112,0.41969002525252525,0.08247853535353536
1981,06,kc,0.649,0.058,0.877,0.065,0.34239654610622355,0.04800749429781689
1981,06,mi,0.9785,0.069,0.825,0.106,0.3357772641670948,0.07054014723506248
1981,06,ny,0.9978,0.064,0.805,0.131,0.3768537157287156,0.05041405122655123
1981,06,ph,0.9985,0.033,0.839,0.128,0.3147133842588388,0.08884963521327158
1981,06,ri,0.9951,0.069,0.798,0.133,0.5251489643913886,0.16119171513110903
1981,06,sf,0.9807,0.065,0.841,0.095,0.4732314939961999,0.10548802178213944
1981,06,sl,0.7514,0.064,0.87,0.066,0.40259546009546004,0.03253413253413253
1981,06,su,0.9987,0.051,0.787,0.162,0.4228533493997411,0.1258668050162896
1981,08,at,0.9777,0.057,0.858,0.085,0.4087474232117089,0.07358547206761494
1981,08,bo,-0.3387,0.078,0.846,0.076,0.4438335951167807,0.06296811349908694
1981,08,ch,0.9654,0.104,0.775,0.121,0.4193334071877381,0.030980530842735568
1981,08,cl,0.9975,0.051,0.837,0.111,0.33350460733919385,0.044811562706299546
1981,08,da,0.965,0.081,0.819,0.1,0.3598684463684464,0.03719624819624819
1981,08,kc,0.9958,0.07,0.808,0.122,0.40672487865669693,0.1231523842319297
1981,08,mi,-0.7495,0.098,0.82,0.082,0.39588812229437226,0.05053875811688311
1981,08,ny,0.9959,0.106,0.749,0.145,0.42835902985902996,0.05160850260850261
1981,08,ph,0.998,0.026,0.877,0.097,0.3479262007833437,0.027871057513914665
1981,08,ri,0.996,0.063,0.811,0.126,0.3759347943722943,0.059084821428571424
1981,08,sf,-0.9821,0.126,0.783,0.091,0.4937901664730932,0.037535327138985664
1981,08,sl,0.9964,0.053,0.824,0.123,0.37666520745172427,0.030432414027919647
1981,08,su,-0.9908,0.15,0.742,0.108,0.47829698343984045,0.054629217343503074
1981,09,at,0.9969,0.05,0.827,0.123,0.3948916919606575,0.09752508666301772
1981,09,bo,-0.9906,0.119,0.799,0.082,0.3639927405927404,0.04636810689310689
1981,09,ch,0.9856,0.111,0.758,0.131,0.47256615696131804,0.07360293604245219
1981,09,cl,0.9837,0.065,0.835,0.099,0.3621502679060818,-0.005587128203407276
1981,09,da,0.9866,0.069,0.822,0.109,0.41465618922140657,0.12823467595206725
1981,09,kc,0.9895,0.064,0.828,0.108,0.38715772005772,0.019607792207792216
1981,09,mi,-0.8575,0.067,0.884,0.049,0.4267490379990379,0.056170183982683995
1981,09,ny,0.8951,0.08,0.832,0.088,0.35773283570012543,0.061346441720273495
1981,09,ph,0.9957,0.042,0.864,0.095,0.308670686611863,0.07037853214323804
1981,09,ri,-0.765,0.08,0.846,0.074,0.3887833243145743,0.052156475468975484
1981,09,sf,0.966,0.091,0.802,0.108,0.4726378651378652,0.03199095199095199
1981,09,sl,0.9615,0.079,0.823,0.098,0.4015848136537792,0.06354536746778126
1981,09,su,0.8602,0.104,0.787,0.109,0.49170301656015963,0.1194325225039511
1981,11,at,0.9833,0.078,0.825,0.097,0.40506259172925857,0.018674319507652845
1981,11,bo,0.9639,0.096,0.792,0.112,0.3622221094877344,0.050061299377705634
1981,11,ch,-0.9769,0.126,0.781,0.094,0.4081437638074808,0.07324534855508304
1981,11,cl,-0.6572,0.077,0.848,0.075,0.33558441558441554,0.035047995482778094
1981,11,da,0.9756,0.067,0.836,0.097,0.3742101514006275,0.018155512036464413
1981,11,kc,0.989,0.054,0.837,0.11,0.44413443699157995,0.1342404619190333
1981,11,mi,-0.99,0.09,0.873,0.037,0.35954678654678646,0.011205794205794208
1981,11,ny,0.675,0.105,0.791,0.105,0.4381714304214301,0.014608699171199176
1981,11,ph,0.9925,0.056,0.856,0.088,0.38259020219546525,0.07715557103714998
1981,11,ri,0.9571,0.09,0.798,0.111,0.3332731681898348,0.04565955186788517
1981,11,sf,-0.867,0.061,0.899,0.04,0.4042028899563146,-0.004664551582359804
1981,11,sl,0.9368,0.033,0.905,0.062,0.4025534084489307,0.011392633071737554
1981,11,su,-0.9887,0.116,0.813,0.071,0.46457400087834877,0.09272727272727277
1981,12,at,-0.3505,0.068,0.858,0.074,0.3872917096131382,0.050558733594447895
1981,12,bo,-0.9943,0.14,0.76,0.1,0.4454617049617047,0.06439926739926741
1981,12,ch,-0.9949,0.135,0.784,0.081,0.4154916554301799,0.040800924940269184
1981,12,cl,-0.9871,0.093,0.847,0.059,0.3722023809523809,0.04775716769569229
1981,12,da,0.9963,0.051,0.814,0.135,0.45226502476502484,0.105258229008229
1981,12,kc,0.9966,0.064,0.81,0.127,0.40727398493453537,0.0952320716999616
